x,y
0.42786376666246817,0.38850526303814176
0.3903208483821007,0.42512970689042456
0.041047649231416794,0.11272071412317816
0.6072694593829144,0.6344742035056984
0.3018828541384896,0.32428096602960355
0.9810439749881036,0.9436457365448243
0.1394920588142451,0.16849295409619794
0.32887579126325395,0.3428150789951001
0.6463497900378177,0.6087238196747645
0.09220969675394397,0.1372675458971953
0.6301862146033379,0.6236274983100878
0.6935294227358606,0.6514472234483963
0.21878538581169682,0.2810334598523019
0.21596965608293184,0.20380660169851705
0.21185420895507912,0.24765013557006063
0.8854848478597547,0.8007604408548624
0.36324285176562787,0.38087442291236484
0.4350542175692076,0.4482117141819518
0.3437666311326375,0.3835360829601605
0.2935128762903846,0.2806096849694202
0.3049996496767302,0.35971809624263396
0.2616310628341998,0.3190275243502663
0.811174649377076,0.7777282651594953
0.3315340787699851,0.3896525163270189
0.4959459156978241,0.4745398600333507
0.5147348019321198,0.4778290250778859
0.37555797433233673,0.3978398438433708
0.7789672762795843,0.7926732889427812
0.6866662097044033,0.6817824683444086
0.6746278320965738,0.6398066820273329
0.8690076445924619,0.8167860413008948
0.8288370195751815,0.8003771413004972
0.20946730569674654,0.20687474308678017
0.7725177257537266,0.7942032155975476
0.18757658405621203,0.21835781510349098
0.935259598081114,0.8829626695045234
0.4065219015596617,0.4615378900932588
0.5325803840667553,0.5673482008272123
0.3933670359122793,0.38293841723735766
0.5119914946861682,0.49072764505266914
0.7182719282809058,0.7098986184914025
0.6202936556804545,0.630807384497362
0.9713823003492192,0.908997808303656
0.5297843878581909,0.5073766858364035
0.2029452318146322,0.20182127141434675
0.980621959687733,0.9530180336919862
0.8089126677781872,0.7714690728930036
0.18340189607041313,0.25825860737256073
0.2359060489724507,0.29292305829460213
0.33264581945035077,0.37422241000561773
0.7811935250898709,0.713956727737252
0.4621870897021578,0.4717374928344527
0.4418646833368125,0.47485408497905046
0.48028863702240754,0.5273332325043841
0.2770059257487447,0.2975699520810367
0.24233729731311981,0.30712573401325816
0.40847523281274745,0.37593121868011986
0.4907648703119143,0.44394507947519013
0.8800532853452813,0.8416354706249816
0.19597049581945603,0.2567576934025105
0.8436473855995406,0.8236988022318159
0.671594182628418,0.6193097752476353
0.3709752793071769,0.3817090522071997
0.659341673865601,0.6403954617262133
0.9609693350245799,0.8690813498540115
0.869505222789079,0.8519502543847634
0.8629579898331093,0.8374670006325948
0.7099640959345295,0.7013380355252943
0.5658286406006651,0.5835042198890535
0.1083093605094474,0.15803297857487028
0.1228708093436327,0.1326770539433181
0.9536584143380564,0.8989748125097913
0.8358171883783858,0.7729417749290441
0.5739400082567157,0.5754919862342088
0.07134481587252106,0.16148486242359356
0.5079601283657199,0.5008298877909544
0.44254149509147633,0.4157726477276881
0.10004553868135835,0.11837149536645714
0.15465521112719616,0.16002690980290263
0.2264331911413553,0.27492216036601036
0.7357227787487582,0.678599100824009
0.7857440129951841,0.8063803751760641
0.9327398005798044,0.9139598663775544
0.15470856746988293,0.2033388035373884
0.17130546711811212,0.2284964589321692
0.5819981079767814,0.5411505718815587
0.698689278017142,0.6366526296835961
0.10858085975529408,0.1590364711775322
0.5592411667759205,0.6017822405966308
0.6190125534124757,0.6064267180074081
0.9962000763946752,0.9075177883336498
0.8758855497608876,0.8783760630856133
0.7620779350348624,0.7640580373869383
0.835271379959285,0.7788593569509892
0.8541407242043659,0.7862169841293203
0.9138021019230664,0.8249993369650402
0.9845601636810319,0.924288462427777
0.8581920485291422,0.7922207887299088
0.4633997543733437,0.4657398717940484
0.44224228293327494,0.4424913498639208
