x1,x2,x3,y
0.6626087811608214,0.511061601112453,0.5765719325403484,0.5806020391716367
0.23217955258137357,0.7712905510765152,0.22270152957234313,0.2647394783361479
0.35128037627349284,0.6965766861823401,0.4838582758214329,0.4571436344895429
0.9485172217416038,0.12204966362479663,0.2222579248776605,0.5872355192749402
0.45699656754165074,0.16412680064799445,0.5138657494630531,0.4705133352992328
0.7806473722008987,0.9469960005255942,0.25854204447271323,0.5709196933252783
0.45654938744016993,0.9936311647595018,0.4816495457982083,0.4910803674379996
0.018719671103573976,0.9298075911299836,0.48163087709735775,0.21312330555118428
0.12211606279478193,0.9772919080637705,0.8751846771248362,0.4624899746509778
0.8683467650758219,0.9418461870860126,0.27815162055979903,0.5525450426515437
0.7346888234407446,0.4319982404333381,0.4706662003163403,0.5962662204840609
0.8868135810904372,0.7824106674375925,0.13641366131685362,0.5834070630264794
0.8789836339660122,0.47693284376884937,0.20139277407799627,0.5216991249872998
0.9075335238666208,0.9414397698599478,0.8687301982553604,0.8193918404313506
0.27543715048984196,0.6387047331107062,0.005111233869395604,0.15518651753163468
0.6219456210484374,0.04828760792484332,0.526334850886362,0.5572995917057056
0.8184399828274002,0.4609512864534556,0.36323343261942775,0.6347631727730991
0.05012977652542572,0.493728799433484,0.6051862390887351,0.31373864656678696
0.6876909038889225,0.9576971329136522,0.47530447627854244,0.5952046612015728
0.5997739061827214,0.5568370866123508,0.2108346840239319,0.41629555210858965
0.46658914144605057,0.040515133573344464,0.35812854294913465,0.42371430105861835
0.32932718098795777,0.8651131241757026,0.7013615448154195,0.48913515874668534
0.4099692508021592,0.12528918209567552,0.6585764095586351,0.5103260940888744
0.3166294619815029,0.636923994011243,0.1877210408038852,0.24674159300866003
0.31011036842862794,0.620816209100887,0.3852231008193211,0.36815384135734774
0.6903358214363666,0.43526541843670474,0.6234930323058978,0.5950286520589383
0.45684830843688395,0.019248963178444378,0.7816955989469363,0.5675236148021413
0.4701317393834208,0.8260636926324924,0.2073822327193876,0.35239887252896734
0.9729656549411511,0.21801421134717336,0.11598640456557474,0.5366760125693346
0.8878317186272447,0.5038653983333929,0.15414532662711145,0.5427473696868845
0.3471464826014591,0.30852361997331434,0.7014214241664655,0.49791475965206533
0.24414948399564163,0.6532551533794972,0.9195646222380475,0.5586793854569169
0.5502178276140592,0.36370639279252936,0.7906530923275082,0.633923846339802
0.883324624280695,0.35332799628003553,0.2888634337051246,0.5728799466116573
0.9984239074030041,0.5577556905952052,0.24419984804148176,0.601142142918248
0.6667794398513522,0.3082690769398766,0.8706445404253106,0.7461042162651228
0.40405335607836057,0.1811003321614032,0.08927195997347237,0.31083993423850426
0.6554731170575848,0.1813576069493431,0.13352043780150558,0.4722438696149214
0.912194860213593,0.5665779821032254,0.31499547579107456,0.5867738058817
0.5634472361954703,0.7299338229686176,0.6071358802439603,0.528688050186611
0.5627280541348954,0.859380537061433,0.4661761332362101,0.4928933838759647
0.48246039278229613,0.6797085711576216,0.45248141880932213,0.5094905273211874
0.8200642879819352,0.14535216183475996,0.35571727382681706,0.5912211697983721
0.3760521646946099,0.3727412689818539,0.4684798748854928,0.40365440164610855
0.34352232326997156,0.10065347171696248,0.3088542373991361,0.38089707949061846
0.16286851039522598,0.6026631127890498,0.14963545609173012,0.20280212010750728
0.11375262556759713,0.24685532371497587,0.8587381033840217,0.4984486426726043
0.7128303479869472,0.9177255862947241,0.9449749489201346,0.8144610753927286
0.530597319007685,0.6805196227263044,0.06701707904318721,0.33707619523757604
0.1413201731429915,0.26726956435984417,0.6820731152015972,0.41280829728488694
0.9078700226422414,0.09014293178138943,0.6825627174500714,0.8101957435206565
0.46546438952291547,0.825136820441715,0.7741989160192502,0.5847676333457082
0.31788100328568214,0.12073568343450458,0.39370215563639743,0.3914169915190268
0.3670866745855883,0.3128174828880338,0.8717706292207948,0.5527248952001353
0.5062367832208031,0.3366663795101261,0.4813396000359135,0.4766148823836992
0.08486236239367595,0.5401338729933614,0.6848634782117337,0.324346538531001
0.3909701555958587,0.7076933151850268,0.34002272805066325,0.34567242591117736
0.15458359155451307,0.06690903661604253,0.78565747192517,0.45510231775914006
0.4012579827676369,0.5848135358046984,0.875118657686206,0.5897611285164868
0.3504759963231482,0.024716610087460955,0.9169154523297782,0.6319036704535118
0.06121965222108727,0.9769444697099892,0.4096040709472776,0.21812411541808485
0.20156372731366545,0.5961377776504396,0.6303390585835104,0.39820521421041494
0.16916347018098443,0.35398723742758464,0.8069613561663841,0.4793293245819444
0.7979804925236208,0.050586895659322395,0.9295199984077509,0.8298907735437555
0.7728037375645592,0.1651118893967759,0.9170488368302719,0.8033416134147735
0.6297872530631732,0.4299434576558304,0.4926306779905728,0.5340171852551611
0.07061793917830284,0.21909373086179362,0.327233316078812,0.2115718998737401
0.45056421324787244,0.6513494846843977,0.4490777737395133,0.4750762971326892
0.9542273556743132,0.15484581046667867,0.14786523485626668,0.6049994902549615
0.6971580388804404,0.6372450304268127,0.26334193206937295,0.5081812114921058
0.007088421795981237,0.673358281090244,0.7392232801235089,0.34197183370165646
0.26610711954470345,0.21767829222470925,0.046297996933466035,0.2051644064492258
0.6167313317559965,0.33382685697629777,0.5865341061423226,0.6244421895746051
0.1724131443956547,0.7297171148537558,0.9039888305437561,0.4692043882644679
0.20460894777198846,0.22077266607488966,0.7205836155477056,0.46785707557406647
0.7159210854144855,0.9089963632691926,0.44828642452718837,0.5979389641501439
0.21928673285130384,0.023799152273503377,0.3794394452282722,0.3403941567966537
0.7784338939955483,0.05016618394389871,0.9117764762899456,0.7804301570320387
0.38483594926026365,0.2566136107532174,0.9347315527593898,0.5674736001854572
0.6670771515748892,0.33610809683427967,0.8100311022887154,0.7319354753721581
0.8410359685553467,0.05437210640963841,0.8940065199186141,0.8331579565057182
0.828655965021896,0.3972392075409068,0.552979087358538,0.6578430904201554
0.9440791823221233,0.9884276250490137,0.8222909580580638,0.8260225323356546
0.8648410029580447,0.9690795947908719,0.3923652110178858,0.607858173019659
0.6873580601674623,0.7299344895992772,0.05799272063974148,0.38400305202756735
0.9598747142796488,0.40853157250816075,0.20304126285420454,0.6373221947310582
0.9274851363561973,0.06984429417110383,0.1327128597758609,0.6086428933162888
0.5525356687589712,0.3711802607093738,0.05080367051170953,0.37685857907685
0.43761013468114063,0.13174389017471866,0.5195037007437501,0.4293034226652057
0.10191878992202397,0.776454229283529,0.7019571620265873,0.3576271322581515
0.5162855104788978,0.0747495074205956,0.3683203350403462,0.4561909043468038
0.7720623511012168,0.4525293579712939,0.8192485763763467,0.7388302675377539
0.5583207773081337,0.17969981454173112,0.8835446755429704,0.6883255461352209
0.8941937807701457,0.2237436717925133,0.2586979342262815,0.5874352775245268
0.719546613376459,0.13071676165360935,0.6526809977725347,0.7160764549831696
0.20193796069187608,0.4683794063412837,0.8653387398982767,0.491831794120479
0.7686702494581338,0.6406159491725624,0.12476269260759354,0.44774926109111923
0.8592917468934401,0.6890848569865413,0.6979683042365068,0.7570318243545233
0.016722173536036444,0.36906361135938004,0.4308080893096242,0.245958099386686
0.829717098099432,0.4947898195310071,0.4991557823759526,0.6627177998344868
