x,y
0.7763034696599705,0.37974532811939965
0.07138511843849638,0.5944971574481243
0.12933455993880105,0.8834745921624436
0.6657681025035961,0.5335172294713579
0.7437286167272633,0.6150659097170584
0.25013561731029244,0.6633855624798902
0.5103652655901197,0.9605138694287414
0.6052072718036017,0.6704002908772548
0.736842118043578,0.6174373142721221
0.6543510218922451,0.845325870104329
0.7306621551542279,0.8285374842265222
0.5986061547010129,0.46745704800395027
0.7148796866296391,0.46217204850397897
0.14819869404937502,0.7140376915901239
0.624277216959393,0.2569907664359995
0.7539410556280609,0.2750534697353132
0.5670049150053973,0.43840995136152683
0.624447810717358,0.8350735757732224
0.9700533925329813,0.6427806023691186
0.032272081515537065,0.3631334963029059
0.24589294475892443,0.0766204128761474
0.20777502912665125,0.22426290895021572
0.7509338671191832,0.04756652799834549
0.09001409082781897,0.8977737207897497
0.3571143226735264,0.24133389366753355
0.07496283350732313,0.022296909793325548
0.6618651637932593,0.15740070388875027
0.3914473021030078,0.20814628548211855
0.8908170959658118,0.9029898753770698
0.4541046178705833,0.6257290078600164
0.6957752866066378,0.8382820260776622
0.11318446230450596,0.6969820342539294
0.11514975851292775,0.9028595920338276
0.06559081654437349,0.7466305471232162
0.8284992208096464,0.4078219189141413
0.8346939748700152,0.23741499353645013
0.6397420021975394,0.3430628844969551
0.19342072222008333,0.6126425941175405
0.8897959412467525,0.9896364649024715
0.8645117079619947,0.6689495777936234
0.7891953957751606,0.1744704788207153
0.8059429814977906,0.300868310378546
0.43933763138072013,0.9727360544972015
0.3273645084865412,0.709191879029162
0.6457665817457844,0.8860195332523441
0.44111444727381,0.8790915670211955
0.3523566950484569,0.04198747338654529
0.7651540340286291,0.9330050566021401
0.7470850957279122,0.0038000745584521045
0.6518342160028088,0.551086677023085
0.8079781887114653,0.2349237877668765
0.2543070812336522,0.5720645766559851
0.7767116138294661,0.09165962003839134
0.6391173174145259,0.14659770081682388
0.02825819731195034,0.21134238085750912
0.8123400694289072,0.4290034050047773
0.08134006021036544,0.40059627782007623
0.8175301544808167,0.9731004637035167
0.3371077601797039,0.8977927227694433
0.6648219160635926,0.9293047547112266
0.7361087462546707,0.8912025302111555
0.7070529724166574,0.10074359988157944
0.10843294013652927,0.758563013725136
0.46044740744139956,0.08795174426006547
0.2528890365280754,0.9525291360969754
0.7073791070927113,0.546134504714655
0.7914519240461264,0.9814365081869664
0.5619105772078328,0.2640040903295334
0.029821549096032074,0.8346190900477211
0.7857841504678079,0.9293371212216158
0.1252757512620024,0.649556369643881
0.11728064019567597,0.7388672317396566
0.8387175002429463,0.4011032324671737
0.26827265348028295,0.10223176855528482
0.5791002990328117,0.8322451601919171
0.17473411866565758,0.5852900742985505
0.5339995412454559,0.9378779646761516
0.2667189595145474,0.8136431426290531
0.08039663570858291,0.12372283441381338
0.5642886495240389,0.412639001354838
0.5542411094133229,0.02173211790324081
0.7929274992438647,0.38498244225222433
0.9160072813036719,0.28900517167845896
0.5937866234263877,0.7060687607008277
0.7133669378901465,0.6096076007103172
0.7235315512938743,0.47355625275106195
0.8680649489915355,0.11707097822911405
0.9844691932101041,0.46376035449752673
0.45928411501408295,0.8200969647882442
0.11910435755288429,0.43284557211232566
0.4051296310974668,0.4022656291041081
0.18904131677325098,0.7754407348403821
0.327642440726821,0.4806962468187158
0.5235033248569847,0.006528418378434542
0.9444899922658022,0.6521675496517888
0.8036019585992039,0.8265295095806015
0.03857911258931224,0.7897843170205462
0.8988030769684462,0.9645157792508646
0.36264173563414137,0.940681225078096
0.14183378768786659,0.3632453863928413
